timestamp,power,1,2,3,4,5,6
1656806707,71.04,0.0,71.04,0.0,0.0,0.0,0.0
1656806713,70.83,0.0,70.83,0.0,0.0,0.0,0.0
1656806719,71.45,0.0,71.45,0.0,0.0,0.0,0.0
1656806725,72.23,0.0,72.23,0.0,0.0,0.0,0.0
1656806730,72.22,0.0,72.22,0.0,0.0,0.0,0.0
1656806736,71.59,0.0,71.59,0.0,0.0,0.0,0.0
1656806742,72.35,0.0,72.35,0.0,0.0,0.0,0.0
1656806748,72.52,0.0,72.52,0.0,0.0,0.0,0.0
1656806754,72.44,0.0,72.44,0.0,0.0,0.0,0.0
1656806783,1015.22,0.0,36.56,0.0,0.0,978.66,0.0
1656806813,1955.46,0.0,0.0,0.0,0.0,1955.46,0.0
1656806819,1951.64,0.0,0.0,0.0,0.0,1951.64,0.0
1656806825,1948.13,0.0,0.0,0.0,0.0,1948.13,0.0
1656806831,1947.36,0.0,0.0,0.0,0.0,1947.36,0.0
1656806837,1947.7,0.0,0.0,0.0,0.0,1947.7,0.0
1656806843,1946.84,0.0,0.0,0.0,0.0,1946.84,0.0
1656806849,1947.8,0.0,0.0,0.0,0.0,1947.8,0.0
1656806855,1949.3,0.0,0.0,0.0,0.0,1949.3,0.0
1656806861,1948.04,0.0,0.0,0.0,0.0,1948.04,0.0
1656806932,1678.34,0.0,0.0,0.0,0.0,973.32,705.02
1656807003,1408.06,0.0,0.0,0.0,0.0,0.0,1408.06
1656807009,1405.96,0.0,0.0,0.0,0.0,0.0,1405.96
1656807015,1405.76,0.0,0.0,0.0,0.0,0.0,1405.76
1656807021,1407.3,0.0,0.0,0.0,0.0,0.0,1407.3
1656807027,1409.14,0.0,0.0,0.0,0.0,0.0,1409.14
1656807033,1409.08,0.0,0.0,0.0,0.0,0.0,1409.08
1656807039,1409.74,0.0,0.0,0.0,0.0,0.0,1409.74
1656807045,1410.84,0.0,0.0,0.0,0.0,0.0,1410.84
1656807051,1410.58,0.0,0.0,0.0,0.0,0.0,1410.58
1656807144,768.78,0.0,0.0,0.0,63.68,0.0,705.09
1656807237,126.65,0.0,0.0,0.0,126.65,0.0,0.0
1656807243,125.36,0.0,0.0,0.0,125.36,0.0,0.0
1656807249,124.13,0.0,0.0,0.0,124.13,0.0,0.0
1656807255,124.14,0.0,0.0,0.0,124.14,0.0,0.0
1656807261,123.87,0.0,0.0,0.0,123.87,0.0,0.0
1656807267,123.38,0.0,0.0,0.0,123.38,0.0,0.0
1656807272,123.72,0.0,0.0,0.0,123.72,0.0,0.0
1656807278,123.48,0.0,0.0,0.0,123.48,0.0,0.0
1656807284,123.79,0.0,0.0,0.0,123.79,0.0,0.0
1656807290,123.37,0.0,0.0,0.0,123.37,0.0,0.0
1656807359,712.46,0.0,0.0,651.21,61.25,0.0,0.0
1656807429,1303.1,0.0,0.0,1303.1,0.0,0.0,0.0
1656807435,1304.56,0.0,0.0,1304.56,0.0,0.0,0.0
1656807441,1301.21,0.0,0.0,1301.21,0.0,0.0,0.0
1656807447,1296.46,0.0,0.0,1296.46,0.0,0.0,0.0
1656807453,1295.62,0.0,0.0,1295.62,0.0,0.0,0.0
1656807459,1293.9,0.0,0.0,1293.9,0.0,0.0,0.0
1656807465,1291.45,0.0,0.0,1291.45,0.0,0.0,0.0
1656807471,1283.74,0.0,0.0,1283.74,0.0,0.0,0.0
1656807477,1279.83,0.0,0.0,1279.83,0.0,0.0,0.0
